Model ID,PubMed ID,Author,Year,Journal,Title,Primary Index Condition,Secondary Index Condition,Outcome,Model Sample Size,Cohort Sample Size,Number of Events,Follow-Up Duration,AUROC,Calibration Reported,Covariates,MH
15-001-13,10618565,Krumholz,2000,American Heart Journal,Predictors of readmission among elderly survivors of admission with heart failure,Congestive Heart Failure (CHF),N/A,Composite (Non-MACE),1129,1129,644,Moderate (3-6 months),,No,"Creatinine, Diabetes, Prior Admission, Heart Failure",
15-001-14,15599835,Felker,2004,Journal of Cardiac Failure,Risk Stratification After Hospitalization for Decompensated Heart Failure,Congestive Heart Failure (CHF),N/A,Mortality,937,949,90,Short (< 3 months),0.77,Yes,"Age, BUN, NYHA Class, SBP, Sodium",
13-001-142,23570474,Stiell,2013,Academic Emergency Medicine,A risk scoring system to identify emergency department patients with heart failure at high risk for serious adverse events,Congestive Heart Failure (CHF),N/A,Major Adverse Cardiac Events (MACE),493,559,65,Short (< 3 months),0.752,Yes,"EKG, CVD, Heart Rate, Intubation, Saturated Oxygen, CO2, Troponin, Urea",
99-001-06,10368115,Krumholz,1999,Circulation,Comparing AMI mortality among hospitals in patients 65 years of age and older: evaluating methods of risk adjustment,Coronary Artery Disease (CAD),Acute Coronary Syndrome (ACS),Mortality,82359,82359,,Short (< 3 months),0.77,Yes,"Age, MI Location, Cardiac Arrest, CHF, Creatinine, SBP, WBC","Age Factors; *Aged; Cohort Studies; Creatinine/blood; Female; Heart Arrest; Heart Failure; Humans; Leukocyte Count; Male; Medicare; Models, Statistical; Myocardial Infarction/*mortality/physiopathology; Reproducibility of Results; Risk Adjustment; Systole; United States"
99-001-07,10371227,Kannel,1999,Archives of Internal Medicine,Profile for estimating risk of heart failure.,Population Sample,N/A,Congestive Heart Failure (CHF),6354,6354,252,Long (> 6 months),,No,"Age, Cardiomegaly, Congenital Heart Disease, Diabetes, Heart Rate, LVH, SBP, Valve Disease, Vital Capacity","Aged; Aged, 80 and over; Coronary Disease/*complications/physiopathology; Diagnosis, Differential; Female; Heart Failure/diagnosis/*etiology/physiopathology; Heart Valve Diseases/*complications/physiopathology; Humans; Hypertension/*complications/physiopathology; Logistic Models; Male; Middle Aged; Odds Ratio; Prognosis; Risk; Risk Factors"
99-001-08,10371227,Kannel,1999,Archives of Internal Medicine,Profile for estimating risk of heart failure.,Population Sample,N/A,Congestive Heart Failure (CHF),8913,8913,234,Long (> 6 months),,No,"Age, Cardiomegaly, Congenital Heart Disease, Diabetes, Heart Rate, LVH, SBP, Valve Disease, Vital Capacity","Aged; Aged, 80 and over; Coronary Disease/*complications/physiopathology; Diagnosis, Differential; Female; Heart Failure/diagnosis/*etiology/physiopathology; Heart Valve Diseases/*complications/physiopathology; Humans; Hypertension/*complications/physiopathology; Logistic Models; Male; Middle Aged; Odds Ratio; Prognosis; Risk; Risk Factors"
99-001-09,10371227,Kannel,1999,Archives of Internal Medicine,Profile for estimating risk of heart failure.,Population Sample,N/A,Congestive Heart Failure (CHF),6354,6354,252,Long (> 6 months),,No,"Age, Congenital Heart Disease, Diabetes, Heart Rate, LVH, SBP, Valve Disease","Aged; Aged, 80 and over; Coronary Disease/*complications/physiopathology; Diagnosis, Differential; Female; Heart Failure/diagnosis/*etiology/physiopathology; Heart Valve Diseases/*complications/physiopathology; Humans; Hypertension/*complications/physiopathology; Logistic Models; Male; Middle Aged; Odds Ratio; Prognosis; Risk; Risk Factors"
99-001-10,10371227,Kannel,1999,Archives of Internal Medicine,Profile for estimating risk of heart failure.,Population Sample,N/A,Congestive Heart Failure (CHF),8913,8913,234,Long (> 6 months),,No,"Age, BMI, Congenital Heart Disease, Diabetes, Heart Rate, LVH, SBP, Valve Disease","Aged; Aged, 80 and over; Coronary Disease/*complications/physiopathology; Diagnosis, Differential; Female; Heart Failure/diagnosis/*etiology/physiopathology; Heart Valve Diseases/*complications/physiopathology; Humans; Hypertension/*complications/physiopathology; Logistic Models; Male; Middle Aged; Odds Ratio; Prognosis; Risk; Risk Factors"
99-001-11,10382694,Rothwell,1999,Lancet,Prediction of benefit from carotid endarterectomy in individual patients: a risk-modelling study. European Carotid Surgery Trialists' Collaborative Group,Stroke,Ischemic,Stroke,1799,1799,147,Long (> 6 months),,No,"CV Event, Stenosis, Cerebral vs Ocular Events, Plaque Surface Irregularity","Actuarial Analysis; Brain Ischemia/prevention & control; Carotid Stenosis/*diagnosis/surgery; Cerebrovascular Disorders/*prevention & control; *Decision Support Techniques; *Endarterectomy, Carotid; Humans; Models, Cardiovascular; *Patient Selection; Prognosis; Proportional Hazards Models; Reproducibility of Results; Risk"
99-001-12,10382694,Rothwell,1999,Lancet,Prediction of benefit from carotid endarterectomy in individual patients: a risk-modelling study. European Carotid Surgery Trialists' Collaborative Group,Stroke,Ischemic,Composite (Non-MACE),1208,1208,117,Short (< 3 months),,No,"Sex, PVD, SBP","Actuarial Analysis; Brain Ischemia/prevention & control; Carotid Stenosis/*diagnosis/surgery; Cerebrovascular Disorders/*prevention & control; *Decision Support Techniques; *Endarterectomy, Carotid; Humans; Models, Cardiovascular; *Patient Selection; Prognosis; Proportional Hazards Models; Reproducibility of Results; Risk"
99-001-13,10441096,Jacobs,1999,Circulation,PREDICT: A simple risk score for clinical severity and long-term prognosis after hospitalization for acute myocardial infarction or unstable angina: the Minnesota Heart Survey,Coronary Artery Disease (CAD),Acute Coronary Syndrome (ACS),Mortality,6134,6134,,Short (< 3 months),0.79,Yes,"Age, BBB or Infarction, MI, Stroke, Angina, Hypertension, EKG Severity, Shock","Adult; Aged; Angina, Unstable/*epidemiology/therapy; Cause of Death; Cohort Studies; Death Certificates; Digitalis Glycosides/therapeutic use; Female; Follow-Up Studies; Forms and Records Control; Heart Failure/epidemiology; Hospitalization; Humans; Male; Middle Aged; Minnesota/epidemiology; Mortality; Myocardial Infarction/*epidemiology/therapy; Patient Discharge; Prognosis; Risk; *Severity of Illness Index; Shock, Cardiogenic/epidemiology; Thrombolytic Therapy"
99-001-14,10456395,Nashef,1999,European Journal of Cardio-Thoracic Surgery,European system for cardiac operative risk evaluation (EuroSCORE),Cardiac Surgery,N/A,Mortality,13302,14799,,NR,0.79,Yes,"Endocarditis, Age, Pulmonary Disease, Critical State, Emergency Operation, Arteriopathy, Sex, LV Dysfunction, Neurological Dysfunction, Other Surgery, Septal Rupture, Cardiac Surgery, Hypertension, Creatinine, UA",Cardiac Surgical Procedures/*mortality; Europe/epidemiology; Evaluation Studies as Topic; Humans; Logistic Models; Quality of Health Care; ROC Curve; Regression Analysis; Risk Assessment/methods; Risk Factors; Survival Analysis
99-001-15,10460525,Urwin,1999,Anaesthesia,Prognostic indicators following emergency aortic aneurysm repair,Aortic Diseases,N/A,Mortality,135,135,11,Short (< 3 months),,No,"CPR, Hypotension, Rupture","Aged; Aortic Aneurysm, Abdominal/*surgery; Cohort Studies; Emergencies; Female; Hospital Mortality; Humans; Logistic Models; Male; Middle Aged; Prognosis; Retrospective Studies; Risk Factors; Survival Rate; Treatment Outcome"
99-001-16,10460525,Urwin,1999,Anaesthesia,Prognostic indicators following emergency aortic aneurysm repair,Aortic Diseases,N/A,Mortality,124,124,38,Short (< 3 months),,No,"Blood Loss, Rupture","Aged; Aortic Aneurysm, Abdominal/*surgery; Cohort Studies; Emergencies; Female; Hospital Mortality; Humans; Logistic Models; Male; Middle Aged; Prognosis; Retrospective Studies; Risk Factors; Survival Rate; Treatment Outcome"
99-001-17,10460525,Urwin,1999,Anaesthesia,Prognostic indicators following emergency aortic aneurysm repair,Aortic Diseases,N/A,Mortality,43,43,1,Short (< 3 months),,No,"Age, Blood Loss, Rupture","Aged; Aortic Aneurysm, Abdominal/*surgery; Cohort Studies; Emergencies; Female; Hospital Mortality; Humans; Logistic Models; Male; Middle Aged; Prognosis; Retrospective Studies; Risk Factors; Survival Rate; Treatment Outcome"
99-001-18,10460525,Urwin,1999,Anaesthesia,Prognostic indicators following emergency aortic aneurysm repair,Aortic Diseases,N/A,Mortality,41,41,4,Moderate (3-6 months),0.87,Yes,"BP, Age, Blood Loss","Aged; Aortic Aneurysm, Abdominal/*surgery; Cohort Studies; Emergencies; Female; Hospital Mortality; Humans; Logistic Models; Male; Middle Aged; Prognosis; Retrospective Studies; Risk Factors; Survival Rate; Treatment Outcome"
99-001-19,10477528,Lee,1999,Circulation,Derivation and prospective validation of a simple index for prediction of cardiac risk of major noncardiac surgery,Misc,N/A,Major Adverse Cardiac Events (MACE),2893,2893,56,NR,0.759,No,"High Risk Surgery, Cerebrovascular Disease, CHF, Insulin for Diabetes, IHD, Creatinine",Aged; Cerebrovascular Disorders/complications; Cohort Studies; Creatine/blood; Female; Heart Diseases/epidemiology/*etiology; Humans; Incidence; Insulin/therapeutic use; Male; Middle Aged; *Postoperative Complications; Prognosis; Prospective Studies; Risk Factors
99-001-20,10483948,O'Connor,1999,Journal of the American College of Cardiology,Multivariate prediction of in-hospital mortality after percutaneous coronary interventions in 1994-1996. Northern New England Cardiovascular Disease Study Group.,Coronary Artery Disease (CAD),Revascularization,Mortality,15331,15331,165,Short (< 3 months),0.88,Yes,"Age, PVD, Shock, CHF, Creatinine, LVEF, Priority, Lesion Type, IABP, AMI Therapy","Aged; Angioplasty, Balloon, Coronary/*mortality/statistics & numerical data; Coronary Disease/*mortality/therapy; Data Collection/methods; Female; Hospital Mortality/*trends; Humans; Male; Middle Aged; Multivariate Analysis; New England/epidemiology; Prognosis; ROC Curve; Risk Factors"
99-001-21,10488702,Ben-Ari,1999,Journal of Hepatology,A predictive model for failure to control bleeding during acute variceal haemorrhage,Misc,N/A,Hemorrhage,695,695,268,Short (< 3 months),,No,"Time to Admission, Urea, Active Bleeding, Encephalopathy, Hematemesis, Alcoholism, Platelets","Adolescent; Adult; Aged; Aged, 80 and over; Child; Female; Gastrointestinal Hemorrhage/*etiology/mortality; Humans; Male; Middle Aged; Prognosis; Recurrence; Risk Factors; Sclerotherapy; Treatment Failure; Varicose Veins/*complications"
99-001-22,10519495,Wong,1999,Anesthesiology,"Risk factors of delayed extubation, prolonged length of stay in the intensive care unit, and mortality in patients undergoing coronary artery bypass graft with fast-track cardiac anesthesia: a new cardiac risk score",Coronary Artery Disease (CAD),Revascularization,Delayed Extubation,885,885,221,Short (< 3 months),0.728,Yes,"Age, Sex, Arrhythmia, Bleeding, Inotropes, IABP","Aged; Anesthesia, General/*adverse effects/*methods; Coronary Artery Bypass/*adverse effects/*methods; Female; Humans; Intensive Care Units; Intubation, Intratracheal/*adverse effects/*methods; Length of Stay; Male; Middle Aged; Prospective Studies; Risk Factors; Treatment Outcome"
99-001-23,10519495,Wong,1999,Anesthesiology,"Risk factors of delayed extubation, prolonged length of stay in the intensive care unit, and mortality in patients undergoing coronary artery bypass graft with fast-track cardiac anesthesia: a new cardiac risk score",Coronary Artery Disease (CAD),Revascularization,Prolonged Length of Stay (LOS),885,885,148,Short (< 3 months),0.889,Yes,"Age, Sex, MI, Arrhythmia, Bleeding, Inotropes, IABP, Renal Insufficiency","Aged; Anesthesia, General/*adverse effects/*methods; Coronary Artery Bypass/*adverse effects/*methods; Female; Humans; Intensive Care Units; Intubation, Intratracheal/*adverse effects/*methods; Length of Stay; Male; Middle Aged; Prospective Studies; Risk Factors; Treatment Outcome"
99-001-24,10519495,Wong,1999,Anesthesiology,"Risk factors of delayed extubation, prolonged length of stay in the intensive care unit, and mortality in patients undergoing coronary artery bypass graft with fast-track cardiac anesthesia: a new cardiac risk score",Coronary Artery Disease (CAD),Revascularization,Mortality,885,885,23,Short (< 3 months),0.725,Yes,"Emergency Surgery, Sex, Left Ventricle Grade","Aged; Anesthesia, General/*adverse effects/*methods; Coronary Artery Bypass/*adverse effects/*methods; Female; Humans; Intensive Care Units; Intubation, Intratracheal/*adverse effects/*methods; Length of Stay; Male; Middle Aged; Prospective Studies; Risk Factors; Treatment Outcome"
99-001-25,10571089,Anyanwu,1999,European Journal of Cardio-Thoracic Surgery,A simple approach to risk stratification in adult heart transplantation,Congestive Heart Failure (CHF),N/A,Graft Survival,377,377,332,Short (< 3 months),,No,"Sternotomy, Age, Inotropes, Diabetes, Sex, Drug Abuse, Ischemic Time, BSA, Circulatory Support, Ventilatory Support, Pulmonary Vascular Resistance, Retransplant",Adult; Age Factors; Female; Graft Rejection/etiology; Graft Survival; Heart Diseases/surgery; *Heart Transplantation; Humans; Male; Middle Aged; Prognosis; Proportional Hazards Models; Prospective Studies; Risk Assessment/methods; Risk Factors; Sex Factors; Tissue Donors
99-001-26,17219872,Habil,1999,Journal of the Egyptian Public Health Association,Predictive model of coronary heart disease in Egypt (a disease with multiple risk factors),Population Sample,Hospital,Coronary Artery Disease (CAD),240,240,119,Not Reported,0.873,No,"Smoking, Diabetes, Hypercholesterolemia, Hypertension, Sleep, Physical Activity",Adult; Age Distribution; Aged; Analysis of Variance; Case-Control Studies; Coronary Disease/*epidemiology/*etiology/prevention & control; Diabetes Complications/complications; Educational Status; Egypt/epidemiology; Humans; Hypercholesterolemia/complications; Hypertension/complications; Life Style; *Logistic Models; Male; Middle Aged; Obesity/complications; Primary Prevention; Risk Assessment/*organization & administration; Risk Factors; Risk Reduction Behavior; Sensitivity and Specificity; Smoking/adverse effects; Socioeconomic Factors
00-001-01,10654481,John,2000,Annals of Thoracic Surgery,Multicenter review of preoperative risk factors for stroke after coronary artery bypass grafting,Coronary Artery Disease (CAD),Revascularization,Stroke,19224,19224,269,diagnosis,,No,"Age, Calcified Aorta, CPB, Vascular Disease, Diabetes, PVD, Stroke, Renal Failure, Smoking","Adult; Age Factors; Aged; Aged, 80 and over; Aortic Diseases/epidemiology; Calcinosis/epidemiology; Cardiopulmonary Bypass; Carotid Artery Diseases/epidemiology; *Coronary Artery Bypass/adverse effects; Databases as Topic; Diabetes Mellitus/epidemiology; Female; Hospital Mortality; Humans; Incidence; Length of Stay/statistics & numerical data; Logistic Models; Male; Middle Aged; New York/epidemiology; Odds Ratio; Peripheral Vascular Diseases/epidemiology; Postoperative Complications; Renal Insufficiency/epidemiology; Risk Factors; Smoking/epidemiology; Stroke/*epidemiology"
00-001-02,10657421,Johnston,2000,Stroke,A predictive risk model for outcomes of ischemic stroke,Stroke,Ischemic,Functional Outcome,221,221,36,Moderate (3-6 months),0.87,Yes,"Age, Infarct Volume, NIHSS, Diabetes, Disability, Stroke, Small Vessel, Stroke Type","Aged; Double-Blind Method; Female; Humans; Injections, Intravenous; Male; Middle Aged; *Models, Statistical; Neuroprotective Agents/administration & dosage; Pregnatrienes/administration & dosage; *Prognosis; Stroke/drug therapy/*physiopathology"
